objectid	globalid	reporting_date	total_case_daily_change	total_case_cumulative	deaths_daily_change	deaths_cumulative	strac_covid_positive_in_hospita	strac_covid_positive_in_icu	strac_covid_positive_on_ventila	strac_total_ventilators	strac_available_ventilators	strac_total_staffed_beds	strac_available_staffed_beds	count_7_day_moving_avg	change_in_7_day_moving_avg	deaths_under_investigation
495	e284b3eb-d9b9-4c0e-944b-b26985f83088	2021-06-12T17:00:00Z	79	224987	0	3521	118	31	18	774	511	4348	437	86.14285714	1.714285714	69
496	8133785d-e1e5-4db9-8cd4-e4fe19cfd279	2021-06-13T17:00:00Z	37	225024	0	3521	123	36	19	774	564	4270	510	75.28571429	-10.85714286	69
497	6b842044-5561-477a-b20a-798ff54e8797	2021-06-14T17:00:00Z	55	225227	0	3521	128	38	19	772	560	4265	432	70	-5.285714286	75
498	4ae68277-adda-46dc-ba50-39956c309c2a	2021-06-15T17:00:00Z	193	225420	12	3533	117	37	16	776	563	4332	370	95.57142857	25.57142857	63
499	f9cbdae5-c23f-4011-b2d5-514a733de71a	2021-06-16T17:00:00Z	127	225547	0	3533	113	32	13	776	572	4382	370	104.5714286	9	67
500	6f482d1e-45cb-4704-9998-8113f36c3b85	2021-06-17T17:00:00Z	110	225657	5	3538	112	37	13	779	551	4320	338	88.14285714	-16.42857143	67
501	3bcf793d-7a02-48d9-ab9d-27f77121d20a	2021-06-18T17:00:00Z	46	225703	0	3538	118	33	13	779	555	4338	362	92.42857143	4.285714286	67
502	db0f022a-723d-4bcb-822e-e1cc7626d24c	2021-06-19T17:00:00Z	110	225813	0	3538	122	35	16	771	549	4370	416	96.85714286	4.428571429	67
503	4d87d759-e82c-4382-a9d5-be7c338e8460	2021-06-20T17:00:00Z	59	225872	0	3538	125	42	16	771	541	4349	483	100	3.142857143	67
504	ebc971c3-60fd-4de9-8ec3-325a8a694628	2021-06-21T17:00:00Z	159	226150	1	3539	135	45	16	771	548	4306	498	114.8571429	14.85714286	74
505	2df72a1e-d721-42eb-af78-5fba9db0ec69	2021-06-22T17:00:00Z	100	226250	1	3543	147	46	14	768	548	4321	324	101.5714286	-13.28571429	70
506	d230fb27-3747-4bf9-a578-0d1c3379f1ef	2021-06-23T17:00:00Z	154	226404	4	3547	157	50	18	768	543	4357	334	105.4285714	3.857142857	66
507	d868921d-6888-4e63-abe6-3e96d6a4df23	2021-06-24T17:00:00Z	34	226438	0	3547	149	50	19	768	539	4383	359	94.57142857	-10.85714286	67
508	f7317cff-5de3-4ffe-a574-8a8fb092ec68	2021-06-25T17:00:00Z	110	226548	1	3548	145	49	23	773	554	4421	342	103.7142857	9.142857143	69
509	37253091-6b2f-47ff-b213-78ca72aad467	2021-06-26T17:00:00Z	140	226688	0	3548	132	41	21	773	544	4393	409	108	4.285714286	69
510	ea0799c2-4b34-45a1-88b1-08c6ec87af79	2021-06-27T17:00:00Z	53	226741	0	3548	125	38	21	773	544	4331	460	107.1428571	-0.857142857	69
511	fe88b7a3-ec5e-4992-937e-c93a105b4466	2021-06-28T17:00:00Z	66	227135	2	3550	120	40	21	773	545	4321	465	93.85714286	-13.28571429	75
512	64c5cb5c-6a33-49fe-90d5-1f26ff571d39	2021-06-29T17:00:00Z	241	227376	0	3559	116	38	21	775	559	4389	415	114	20.14285714	67
513	9ad18b4d-62c7-468f-b945-124bd135c0d7	2021-06-30T17:00:00Z	98	227474	0	3559	119	40	23	775	568	4381	412	106	-8	68
514	fa1076cb-48bb-4b79-95d0-b584cb8b2541	2021-07-01T17:00:00Z	61	227535	2	3561	131	44	24	775	557	4382	385	109.8571429	3.857142857	67
515	59684326-c1bf-475f-ac04-945e76ec0298	2021-07-02T17:00:00Z	63	227598	0	3561	149	46	22	775	570	4389	416	103.1428571	-6.714285714	67
516	28052c38-9661-49d3-b2ac-c4f988851e83	2021-07-03T17:00:00Z	182	227780	0	3561	142	44	19	775	563	4390	473	109.1428571	6	67
517	7edcfb13-268a-4f89-bacf-10743ec3558b	2021-07-04T17:00:00Z	53	227833	0	3561	145	46	18	775	561	4354	577	109.1428571	0	67
518	b32e79b4-e2f7-4ee7-9752-9611364c2c84	2021-07-05T17:00:00Z	78	227911	0	3561	151	44	20	775	558	4331	536	110.8571429	1.714285714	67
519	96ef9b8f-c302-470a-95e7-2bf63bbd08c1	2021-07-06T17:00:00Z	313	228508	0	3567	149	52	23	775	563	4248	486	121.1428571	10.28571429	67
520	c63bada0-e32b-4076-be72-f5017bf5543b	2021-07-07T17:00:00Z	130	228638	4	3571	155	54	18	775	563	4302	325	125.7142857	4.571428571	64
521	7a074bfc-1548-4d96-b3eb-8542715e51b1	2021-07-08T17:00:00Z	234	228872	0	3571	165	56	23	775	559	4306	352	150.4285714	24.71428571	64
522	d5452e98-b2a0-4aa2-a04e-2967bf93ba10	2021-07-09T17:00:00Z	170	229042	1	3572	184	61	22	775	566	4394	338	165.7142857	15.28571429	65
523	c8944a60-10cf-4f96-b9a7-269d147889ba	2021-07-10T17:00:00Z	337	229379	0	3572	192	67	23	775	557	4378	415	187.8571429	22.14285714	65
524	613f77d9-1d38-4712-a9c6-03b65aa794aa	2021-07-11T17:00:00Z	239	229618	0	3572	216	71	30	775	560	4346	466	214.4285714	26.57142857	65
525	12d9b232-cd22-4332-ad31-52fd8e98c261	2021-07-12T17:00:00Z	144	229891	0	3572	229	76	38	775	549	4361	494	223.8571429	9.428571429	66
526	d634e6dc-640f-45d8-80d7-6c5cd5ad45ab	2021-07-13T17:00:00Z	556	230447	2	3578	243	76	37	775	554	4303	393	258.5714286	34.71428571	61
527	a0e36d7a-d094-4e8d-9268-b11de1b6aef9	2021-07-14T17:00:00Z	176	230623	0	3578	258	81	33	775	548	4407	376	265.1428571	6.571428571	64
528	5e15c792-57bd-424e-b275-007b65b6a67d	2021-07-15T17:00:00Z	472	231095	0	3578	263	84	40	780	562	4380	367	299.1428571	34	65
529	baee6d97-8f78-4d5e-81e2-1191bb413f8b	2021-07-16T17:00:00Z	361	231456	1	3579	260	90	38	780	561	4374	355	326.4285714	27.28571429	69
530	ced34e41-8622-4ccd-bbfd-e326af6385f2	2021-07-17T17:00:00Z	392	231848	0	3579	286	91	40	780	555	4373	405	334.2857143	7.857142857	69
531	775fd0cc-1d3b-44fb-aeca-298a39f87a4f	2021-07-18T17:00:00Z	94	231942	0	3579	298	86	41	780	551	4347	482	313.5714286	-20.71428571	69
532	8083f927-4ed0-4b9d-9354-559f75f6ff00	2021-07-19T17:00:00Z	94	232036	0	3579	335	95	47	780	548	4345	447	306.4285714	-7.142857143	75
533	612bec01-94b7-4a83-9b80-22d66de98c8d	2021-07-20T17:00:00Z	360	232396	5	3584	356	108	48	781	558	4390	358	278.4285714	-28	70
534	b780efe4-aeaa-4e59-9c51-5d23fdaa3e1b	2021-07-21T17:00:00Z	771	233167	2	3586	397	110	49	781	553	4392	354	363.4285714	85	69
535	0a4952d0-457f-4071-b2ed-dc952315633f	2021-07-22T17:00:00Z	651	233818	3	3589	417	119	51	781	547	4422	337	389	25.57142857	69
536	62e58590-c4b7-47e3-a4f4-c6a0dbe042bb	2021-07-23T17:00:00Z	458	234276	0	3589	418	121	50	781	541	4420	301	402.8571429	13.85714286	70
537	21a0c747-c7d6-4d52-94f2-d0fd02759822	2021-07-24T17:00:00Z	528	234804	0	3589	457	130	53	774	529	4420	374	422.2857143	19.42857143	70
538	50d1eba8-fcd1-47ab-9d58-72522c78ee9e	2021-07-25T17:00:00Z	770	235574	0	3589	495	138	61	774	518	4358	424	518.8571429	96.57142857	70
539	932e9b70-29ca-4c49-9e91-36906857b548	2021-07-26T17:00:00Z	500	236238	2	3591	541	141	72	778	511	4365	392	576.8571429	58	79
540	84afb9ec-a586-4375-afc1-20d52eaffd56	2021-07-27T17:00:00Z	444	236682	0	3601	585	182	76	780	517	4381	240	588.8571429	12	69
541	13c22aae-2b7b-47cd-a312-4dcbcec7d7b8	2021-07-28T17:00:00Z	1424	238106	5	3606	629	192	86	780	511	4439	258	682.1428571	93.28571429	68
542	11f1f2ca-ee23-4f08-b7ca-e1ba4883b5e2	2021-07-29T17:00:00Z	944	239050	4	3610	695	195	93	779	501	4467	282	724	41.85714286	66
543	dec01939-f00e-4abd-995e-4574f74929a5	2021-07-30T17:00:00Z	968	240018	2	3612	748	200	96	782	506	4485	284	796.8571429	72.85714286	65
544	0920a6e3-df4c-4bb2-9342-207e20f9a033	2021-07-31T17:00:00Z	956	240974	0	3612	775	207	105	782	514	4487	329	858	61.14285714	65
545	8ba6437c-337a-46a2-b7a8-87e537788820	2021-08-01T17:00:00Z	1855	242829	0	3612	801	228	107	782	525	4448	387	1013	155	65
546	e7fa49b9-aacf-42d7-a5ee-e5d55fe151e6	2021-08-02T17:00:00Z	771	243700	1	3613	855	233	124	785	500	4352	370	1051.714286	38.71428571	68
547	806bc676-2564-45a8-ae57-8b61cccc3848	2021-08-03T17:00:00Z	1102	244802	0	3619	920	260	132	783	501	4467	308	1145.714286	94	62
548	af20a913-41e7-4413-8ba9-c7da2a213ca0	2021-08-04T23:00:00Z	2144	246946	1	3620	938	262	141	784	493	4436	317	1249	103	64
549	78ec87a0-afec-4745-8965-121c7742e68f	2021-08-05T23:00:00Z	1238	248184	4	3624	967	262	149	784	490	4507	291	1291	42	65
550	42afdf5b-38b6-40bb-8269-66f0d44e65dd	2021-08-06T17:00:00Z	1354	249538	1	3625	1002	273	158	786	474	4560	354	1346	55	70
551	9f1e8190-247e-4980-8bbf-87c1f534a915	2021-08-09T17:00:00Z	1055	252719	2	3627	1197	314	181	789	444	4488	379	1237	40	83
552	511983cc-fc12-4d93-8f17-67046ca38f7f	2021-08-07T17:00:00Z	1274	250812	0	3625	1064	283	175	791	469	4556	363	1391	45	83
553	136a4036-d224-4711-84c0-54ab60738e4d	2021-08-08T17:00:00Z	493	251305	0	3625	1117	298	170	791	464	4503	433	1197	-194	83
554	0a5887ca-45d7-4d5a-847a-f4b7b2df2dc6	2021-08-10T17:00:00Z	1914	254633	2	3643	1242	314	193	785	418	4504	354	1353	116	67
555	3909494c-6c54-4039-8208-3feec4089c14	2021-08-11T17:00:00Z	1949	256582	9	3652	1284	331	194	792	420	4587	282	1325	-28	66
556	621c3433-dfd3-423d-823f-e85fbd7f1fe1	2021-08-12T17:00:00Z	1212	257794	6	3658	1267	327	194	783	440	4534	295	1322	-3	70
557	5bf9df9e-a67a-4892-8c44-83cf2ac398e1	2021-08-13T17:00:00Z	1842	259636	15	3673	1299	333	214	785	418	4579	305	1391	69	66
558	6f64e85f-77f2-4d7c-8b87-56a6a81de728	2021-08-14T17:00:00Z	2020	261656	0	3673	1286	353	231	784	401	4534	375	1498	107	66
559	221b15ff-642d-4a34-83e3-e7eb902d888f	2021-08-15T17:00:00Z	1376	263032	0	3673	1335	359	233	784	402	4534	384	1624	126	66
560	173c5f42-648f-4036-8ebb-f03a41741296	2021-08-16T17:00:00Z	1206	264238	6	3679	1413	367	238	784	401	4531	365	1646	22	91
561	46938b0f-f8b9-4e20-8844-75ec549257c8	2021-08-17T17:00:00Z	1789	266027	9	3699	1383	370	244	787	388	4514	337	1628	-18	71
562	14c2d658-4985-4c5e-820d-90dec635417b	2021-08-18T17:00:00Z	1603	267630	4	3703	1397	373	230	774	351	4528	271	1578	-50	0
563	0adab1bb-7133-4072-8e9b-b2cace97d142	2021-08-19T17:00:00Z	1340	268970	7	3710	1382	371	253	775	343	4510	288	1597	19	0
564	255198f0-47c2-4872-8a1f-2ab18ee87be6	2021-08-20T17:00:00Z	1241	270211	21	3731	1385	390	262	789	337	4531	393	1511	-86	0
565	ab710110-2071-4608-849a-57fff8115b59	2021-08-21T17:00:00Z	1621	271832	0	3731	1406	410	283	814	356	4563	415	1454	-57	0
566	0ac0d69e-39ee-4d32-800a-48667762d69d	2021-08-22T17:00:00Z	895	272727	0	3731	1418	404	282	853	365	4560	409	1385	-69	0
567	286a23e7-4d4f-4859-835b-2f6ae69003b1	2021-08-23T17:00:00Z	265	273913	0	3731	1466	412	279	808	346	4523	383	1251	-134	0
568	5048ebcb-813e-465c-8f3b-43fc45f6c3d7	2021-08-24T17:00:00Z	1254	275167	5	3772	1418	407	245	802	339	4480	305	1174	-77	0
569	a6d38d6c-0b65-4d58-8c5f-1363e1e73bed	2021-08-25T17:00:00Z	1268	276435	30	3802	1371	391	238	822	371	4456	314	1126	-48	0
570	b38f127b-8cfc-40b4-83e2-af997dfc5805	2021-08-26T17:00:00Z	1341	277776	15	3817	1365	394	257	802	342	4461	348	1126	0	0
571	c5b0fcd1-17b5-45a0-84ba-3fadac36457e	2021-08-27T17:00:00Z	1590	279366	12	3829	1319	374	252	799	316	4327	417	1176	50	0
572	6d861dca-93a4-47d7-8f37-b6221fc952c6	2021-08-28T17:00:00Z	1155	280521	0	3829	1298	373	255	811	355	4316	462	1110	-66	
573	987989cf-bb7d-49d9-827c-e3e25de8be69	2021-08-29T17:00:00Z	1696	282217	0	3829	1289	381	236	811	334	4268	504	1224	114	
574	4a294776-3cfa-43bc-89b6-e07e163934c6	2021-08-30T17:00:00Z	692	282909	11	3840	1298	369	245	811	330	4275	499	1186	-38	
575	757b8d99-84bc-4c94-8494-666a502d8620	2021-08-31T17:00:00Z	864	283773	2	3895	1313	378	237	800	345	4341	471	1131	-55	
576	8ed8e2f9-3b92-4d71-8a1e-059e1b483cb5	2021-09-01T17:00:00Z	1957	285730	18	3913	1302	371	240	799	355	4303	403	1229	98	
577	75991fff-792b-4baa-88c2-f1a89df13678	2021-09-02T17:00:00Z	1681	287411	23	3936	1268	361	234	801	357	4248	345	1278	49	
578	a0aa3960-1486-4101-8419-5bc09d00bfbb	2021-09-03T17:00:00Z	966	288377	5	3941	1218	356	223	804	367	4295	331	1189	-89	
579	0162d920-7e12-44eb-8dea-caa5297c0ef5	2021-09-04T17:00:00Z	1174	289551	0	3941	1213	358	233	806	370	4284	413	1191	2	
580	1aa2f91b-591b-4fe7-8af0-4352ab6d2231	2021-09-05T17:00:00Z	540	290091	0	3941	1200	359	235	806	363	4275	469	1026	-165	
581	6b964f65-5dd5-463f-838a-3e8b4768f2d2	2021-09-06T17:00:00Z	950	291041	0	3941	1216	358	233	805	361	4269	489	1162	136	
582	045d4a0c-f1e6-4cc7-81f2-1ba8f54ada4a	2021-09-07T17:00:00Z	1288	293988	0	3994	1215	359	243	805	367	4272	477	1222	60	
583	a6113ec7-5b51-4d16-8a75-658e7e31a857	2021-09-08T17:00:00Z	1012	295000	2	3996	1194	360	242	806	365	4304	405	1087	-135	
584	24dad61b-9101-47d3-8ce4-61129ba26a6c	2021-09-09T17:00:00Z	953	295953	21	4017	1159	365	260	807	364	4323	399	983	-104	
585	092c761a-c9c0-4068-85a0-9c8a3f66f2e6	2021-09-10T17:00:00Z	620	296573	18	4035	1121	358	249	804	352	4252	379	934	-49	
586	7c9e6593-a7ad-4f14-85da-d1fd8f136a1a	2021-09-11T17:00:00Z	700	297273	0	4035	1066	347	230	804	369	4279	460	866	-68	
587	12f4f897-b67e-478e-85eb-448260348e67	2021-09-12T17:00:00Z	674	297947	0	4035	1050	337	219	804	388	4191	472	885	19	
588	330ecda4-374a-463e-8def-0313d1e2ded6	2021-09-13T17:00:00Z	994	299488	0	4035	1043	337	204	804	416	4151	493	892	7	
589	a883611d-0f02-4430-841d-f7e72e36a6ea	2021-09-14T17:00:00Z	775	300263	6	4145	1016	329	194	804	409	4200	354	818	-74	
590	066ca74e-93fa-4346-8d31-bdd1e662c611	2021-09-15T17:00:00Z	1157	301420	4	4149	991	319	210	803	406	4200	347	839	21	
591	d06425b4-097e-4f5a-8d6e-34a8eb1d78de	2021-09-16T17:00:00Z	734	302154	13	4162	960	330	212	805	420	4366	399	808	-31	
592	de0c2fd8-ea0a-4856-83e5-916fdc049b6b	2021-09-17T17:00:00Z	810	302964	9	4171	894	323	220	817	421	4309	423	835	27	
593	cd106eb4-6b80-4669-84c3-1304a6d455d3	2021-09-18T17:00:00Z	683	303647	0	4171	863	308	213	817	339	4261	493	832	-3	
594	3f0c9c77-3df1-4ba7-8226-8f8121433fbd	2021-09-19T17:00:00Z	697	304344	0	4171	867	307	214	817	401	4232	532	836	4	
595	dc063004-27cc-4cb0-80cc-9cd6b0a3380f	2021-09-20T17:00:00Z	138	304934	0	4171	883	311	197	815	393	4163	488	713	-123	
596	4dde5925-69db-40c3-8651-55440826c9cf	2021-09-21T17:00:00Z	344	305278	1	4282	868	314	196	812	375	4228	365	652	-61	
597	46f6d168-217c-42ab-889e-33fe44a59ffa	2021-09-22T17:00:00Z	920	306198	10	4292	846	300	187	812	392	4271	392	618	-34	
598	82653627-5f64-45c1-88a3-982b67d4a3e0	2021-09-23T17:00:00Z	571	306769	22	4314	820	289	158	816	396	4232	402	595	-23	
599	7186ca0c-29d6-4ac3-83ba-405714d2a69d	2021-09-24T17:00:00Z	748	307517	10	4324	799	285	162	815	400	4219	412	586	-9	
600	e5a55f60-8242-439e-8764-e32118a816db	2021-09-25T17:00:00Z	487	308004	0	4324	745	279	159	815	404	4220	530	558	-28	
601	48e90fc9-3f61-4550-87a1-1f20331db1d7	2021-09-26T17:00:00Z	660	308664	0	4324	705	268	142	815	412	4167	595	553	-5	
602	c1ffaa5e-8b4e-4f22-80e6-32b44d8085ac	2021-09-27T17:00:00Z	483	309457	1	4325	710	256	146	813	432	4095	548	602	49	
603	170f0c99-ab99-4d46-8c29-c3c176c79217	2021-09-28T17:00:00Z	441	309898	0	4408	723	257	130	812	442	4149	443	616	14	
604	727070b0-4097-4e25-8193-5b4661860761	2021-09-29T17:00:00Z	642	310540	0	4408	700	244	118	812	443	4170	410	576	-40	
605	ce98e497-ed1a-4764-8f8e-26e5505ceaa5	2021-09-30T17:00:00Z	417	310957	18	4426	659	227	112	812	464	4199	417	554	-22	
606	9052e9ba-599c-4d44-841c-403ba6108657	2021-10-01T17:00:00Z	376	311333	8	4434	616	223	102	811	471	4255	386	501	-53	
607	8c5e3f8f-c58d-4b9e-8f7b-3e2d4c4b7e2a	2021-10-02T17:00:00Z	400	311733	0	4434	577	210	97	807	466	4215	572	488	-13	
608	77712c91-b795-4ac8-8065-e7410b22c9b9	2021-10-03T17:00:00Z	557	312290	0	4434	585	222	100	807	451	4117	599	474	-14	
609	39f24e20-c61f-454f-8be3-d9e8e213aa5f	2021-10-04T17:00:00Z	287	313005	0	4434	576	219	108	804	443	4123	595	446	-28	
610	45f2fd5c-4f58-4c63-84ed-f39c5458f3bf	2021-10-05T17:00:00Z	373	313378	0	4541	553	206	100	801	433	4181	491	436	-10	
611	90b279b0-1d34-4800-8ae0-d40edb1f7499	2021-10-06T17:00:00Z	411	313789	1	4542	530	188	96	806	454	4184	420	403	-33	
612	4167cd12-43db-408a-8783-6f2a1ba08b9f	2021-10-07T17:00:00Z	396	314185	17	4559	496	184	98	806	452	4221	400	400	-3	
613	e0a9f2d4-cf4d-4de7-87e1-c8f0ec686ce9	2021-10-08T17:00:00Z	291	314476	4	4563	467	173	82	806	467	4215	515	388	-12	
614	b5b770ea-6281-4f17-86ac-89c34c3ac830	2021-10-09T17:00:00Z	477	314953	0	4563	460	182	85	806	474	4156	567	399	11	
615	b048ed61-1b57-44a0-89bb-68652e566559	2021-10-10T17:00:00Z	375	315328	0	4563	455	172	82	806	465	4099	619	373	-26	
616	c8104a8b-8182-42d3-8fba-c06ccf54fa62	2021-10-11T17:00:00Z	165	315649	1	4564	452	163	82	806	495	4082	638	355	-18	
617	c75b4ff5-d72a-4533-836c-a60d2a1479fc	2021-10-12T17:00:00Z	431	316080	2	4644	438	151	65	806	499	4084	513	364	9	
618	6e47c201-3e88-4923-87f0-974e4a39e506	2021-10-13T17:00:00Z	310	316390	5	4649	428	155	75	806	501	4095	445	349	-15	
619	7994cf42-108d-49cb-8d9f-4be9e0881adb	2021-10-14T17:00:00Z	249	316639	2	4651	393	148	75	806	491	4104	448	328	-21	
620	91b0978e-aa26-4dcf-8999-2444683a5fb7	2021-10-15T17:00:00Z	256	316895	3	4654	372	143	71	801	488	4090	512	323	-5	
621	bd580a76-4a86-4bc1-8e02-99d38790d9a6	2021-10-18T17:00:00Z	210	318126	0	4654	305	122	59	801	517	3957	711	287	7	
622	206666ad-93ae-4a22-8f7e-0319fb24f4af	2021-10-17T17:00:00Z	237	317446	0	4654	330	136	61	801	519	4005	743	280	-20	
623	025fb438-1ac0-4c2d-855a-f7bbc73aea31	2021-10-16T17:00:00Z	314	317209	0	4654	351	138	68	801	499	4058	605	300	-23	
624	c92d235e-d1b0-4853-8b24-d4c7228ae710	2021-10-19T17:00:00Z	261	318387	2	4735	297	121	59	809	527	4031	527	262	-25	
625	244aa115-e4f2-48dd-8704-034f01473505	2021-10-20T17:00:00Z	348	318735	1	4736	297	125	54	808	529	4076	517	268	6	
626	54e80201-0867-4e04-8af4-d32c8308ca83	2021-10-21T17:00:00Z	214	318949	1	4737	285	126	51	807	546	4156	493	263	-5	
627	221ab7b0-bbcd-481d-8a94-16a6de21015e	2021-10-22T17:00:00Z	209	319158	5	4742	282	125	52	807	538	4146	557	256	-7	
628	58ddff2f-28ed-4b0b-8967-0052e82d0933	2021-10-23T17:00:00Z	233	319391	0	4742	274	117	55	806	539	3997	621	245	-11	
629	5b0f0a80-4f7e-4647-84f3-22419fda4bc8	2021-10-24T17:00:00Z	191	319582	0	4742	273	114	53	806	543	3977	643	238	-7	
630	7a89a7af-b5dc-4842-8ce0-dee739d9be61	2021-10-25T17:00:00Z	211	320459	1	4743	279	107	56	806	530	3936	668	238	0	
631	84abba18-94f6-48e7-8689-af6d3ad43011	2021-10-26T17:00:00Z	155	320614	2	4807	279	109	53	804	530	3997	483	223	-15	
632	13dca094-7126-4f02-8a0b-ae11012c1434	2021-10-27T17:00:00Z	224	320838	4	4811	263	103	49	804	536	4101	487	205	-18	
633	10c9e621-2590-4458-859d-470165151fea	2021-10-28T17:00:00Z	175	321013	3	4814	241	100	45	804	552	4080	527	200	-5	
634	74f333a9-6167-42c7-8272-8acf3d01f8a8	2021-10-29T17:00:00Z	173	321186	11	4825	224	92	41	800	562	4045	524	195	-5	
635	da5f6b45-24c1-4adc-8b3e-f6ab7f2dfde1	2021-10-30T17:00:00Z	197	321383	0	4825	215	88	43	800	566	3997	595	189	-6	
636	5e8f33f1-8242-428b-8b4c-af8f9f7b19de	2021-10-31T17:00:00Z	201	321584	0	4825	206	89	45	800	552	3941	640	191	2	
637	a2efbc63-7838-4932-803c-8e954a6e6344	2021-11-01T17:00:00Z	170	321872	3	4828	211	92	39	800	542	3943	666	185	-6	
638	5e5101ad-dc78-46eb-824d-556b7d0f2b86	2021-11-02T17:00:00Z	155	322027	3	4876	200	88	38	798	546	3955	502	185	0	
639	61f0eb3d-6c5f-4992-8841-5e0b73c7b62f	2021-11-03T17:00:00Z	118	322145	2	4878	186	77	34	801	555	3980	454	170	-15	
640	f8996377-e467-49f4-8e9f-340444344f7d	2021-11-04T17:00:00Z	170	322315	5	4883	188	76	33	801	548	4113	510	169	-1	
641	7bc9da1c-a755-4f4b-84a5-9b307f316539	2021-11-05T17:00:00Z	139	322454	3	4886	161	70	53	801	552	4076	531	164	-5	
642	f7028742-c45f-4705-8381-d9c19952b51d	2021-11-06T18:00:00Z	153	322607	0	4886	135	60	51	803	556	4024	561	158	-6	
643	46eefc59-64c2-45bf-8bef-a353da9b386b	2021-11-07T18:00:00Z	137	322744	0	4886	140	58	44	803	566	3973	677	149	-9	
644	866b9b61-3e8d-40ce-81bc-85d29f3d75e0	2021-11-08T18:00:00Z	160	323238	2	4888	145	59	32	803	564	3921	644	147	-2	
645	9c6dfc0d-e6ee-4211-8948-9067d5c74af4	2021-11-09T18:00:00Z	184	323422	2	4938	136	50	30	803	557	3982	489	152	5	
646	f654c9f9-301a-4782-8b84-2afbb6fe8c7a	2021-11-10T18:00:00Z	215	323637	3	4941	147	55	30	799	554	4017	434	165	13	
647	ed5578ba-66b1-43c0-86cc-c89a80c83841	2021-11-11T18:00:00Z	185	323822	0	4941	141	49	27	802	560	4103	465	168	3	
648	36123660-0ab2-4559-86d0-92549e0d0704	2021-11-12T18:00:00Z	188	324010	3	4944	140	48	26	803	579	4100	458	175	7	
649	fbba0e42-3329-46f6-89c2-fa8219833b46	2021-11-13T18:00:00Z	191	324201	0	4944	133	45	27	804	572	3942	581	180	5	
650	c3cbccb9-b63e-4d24-8737-9145cc62ab5a	2021-11-14T18:00:00Z	271	324472	0	4944	134	48	27	809	582	3943	671	199	19	
651	69060793-ce5e-40f7-8a34-11fa7c28fbd0	2021-11-15T18:00:00Z	239	324826	0	4944	150	54	25	801	557	3981	659	210	11	
652	b7c3cde0-f919-4d17-8d9e-8aa6d31bd86f	2021-11-16T18:00:00Z	268	325094	1	4945	159	61	26	801	558	3970	512	222	12	
653	12258bd8-990c-4ccb-8801-a806140f9a0a	2021-11-17T18:00:00Z	226	325320	0	4945	157	57	27	801	559	4046	424	224	2	
654	1e3427d1-bbbb-402f-891c-8859bd8bf51e	2021-11-18T18:00:00Z	157	325477	0	4945	152	54	23	813	558	4075	390	220	-4	
655	606104fb-57a3-43a6-88fe-c69eb8f7a32f	2021-11-19T18:00:00Z	13	325490	0	4945	140	48	25	800	547	4066	455	195	-25	
656	4a9ae377-a5b4-48ba-8fec-5a416a36e000	2021-11-20T18:00:00Z	172	325662	0	4945	148	54	26	800	555	3983	562	192	-3	
657	3b6e056d-9266-458d-85d7-69790e610713	2021-11-21T18:00:00Z	164	325826	0	4945	154	54	26	801	576	3938	641	177	-15	
658	3d7b5c08-1d32-4ea9-8436-da48220aa076	2021-11-22T18:00:00Z	242	326135	1	4946	161	54	19	800	577	4004	633	177	0	
659	874a6a85-77e8-43e2-80a1-9b20b02d074e	2021-11-23T18:00:00Z	288	326423	0	4946	156	54	21	801	567	4065	512	180	3	
660	225864ef-9b2f-4895-8ea1-1b0ffff7f8b4	2021-11-24T18:00:00Z	135	326558	2	4948	157	50	24	801	570	4052	508	167	-13	
661	c97c29a6-fb7b-4c59-8fa6-1b9b83c2950e	2021-11-25T18:00:00Z	214	326772	0	4948	160	54	25	801	575	3979	775	175	8	
662	426693fc-dec8-4bff-8569-30d36e4caa8b	2021-11-26T18:00:00Z	151	326923	0	4948	154	58	24	801	564	3917	907	195	20	
663	ce194681-eb4e-447a-87b3-4fe55f01e4c7	2021-11-27T18:00:00Z	160	327083	0	4948	163	62	29	802	568	3871	818	193	-2	
664	f79d83fe-afba-437c-896b-51029e9c97d0	2021-11-28T18:00:00Z	139	327222	0	4948	168	69	34	802	555	3917	781	190	-3	
665	1f435447-4ffd-4985-8602-40ed941729fb	2021-11-29T18:00:00Z	159	327394	2	4950	177	71	30	802	559	3890	636	178	-12	
666	6d7f2bad-1eee-479c-84e9-54aef63acb98	2021-11-30T18:00:00Z	198	327592	0	4950	184	65	29	801	550	3955	449	165	-13	
667	61462e04-9a6a-4bb4-86f0-c7241a2bb72d	2021-12-01T18:00:00Z	190	327782	2	4952	185	69	25	801	562	4021	374	173	8	
668	13b24b71-d8e5-413f-8c52-e62bd45dd5e1	2021-12-02T18:00:00Z	250	328032	0	4952	181	68	36	801	554	4074	385	178	5	
669	121cc542-a3ee-48cd-827d-d5a7250d87c9	2021-12-03T18:00:00Z	242	328274	1	4953	183	70	32	803	550	4106	434	191	13	
670	ec576400-44ba-41f4-8fcf-204e2ce813cf	2021-12-04T18:00:00Z	233	328507	0	4953	184	69	39	806	542	4006	425	202	11	
671	96a8c27d-4eb7-4d7f-8cd4-2629f7e7eaeb	2021-12-05T18:00:00Z	243	328750	0	4953	186	66	38	803	554	3946	549	216	14	
672	a0f722ab-d230-4412-84f7-d6cc36dabfe0	2021-12-06T18:00:00Z	259	329124	0	4953	209	73	31	802	561	3868	487	231	15	
