objectid	globalid	reporting_date	total_case_daily_change	total_case_cumulative	deaths_daily_change	deaths_cumulative	strac_covid_positive_in_hospita	strac_covid_positive_in_icu	strac_covid_positive_on_ventila	strac_total_ventilators	strac_available_ventilators	strac_total_staffed_beds	strac_available_staffed_beds	count_7_day_moving_avg	change_in_7_day_moving_avg	deaths_under_investigation
321	d732003d-3a33-4e0e-8a7d-07ee1b953c77	2020-12-26T18:00:00Z	0	106793	0	1479	960	286	156	773	452	4551	473	738.1428571	-106.2857143	
322	23ab6b52-ed2d-4866-8b77-8f0b88a0e25d	2020-12-27T06:00:00Z	1282	112218	2	1510	1000	299	159	776	440	4463	755	844.4285714	106.2857143	
323	a023baed-bb0f-4c91-8130-e1d4336cbaf2	2020-12-28T06:00:00Z	43	112261	0	1510	1079	299	164	774	420	4507	644	667.2857143	-177.1428571	
324	6b327587-0ff4-4bd4-89ee-bc9aa6f82b01	2020-12-29T18:00:00Z	975	114362	11	1521	1116	314	170	775	404	4458	582	561.2857143	-106	
325	738d8360-7c1d-470c-81ed-6f3ce542c611	2020-12-30T18:00:00Z	1323	115685	17	1538	1136	331	165	773	405	4458	445	517.5714286	-43.71428571	
326	3e8ebe64-b5fa-40cf-8672-1fdaeca8e07e	2020-12-31T06:00:00Z	970	118057	0	1538	1122	321	167	772	401	4406	469	656.1428571	138.5714286	
327	eb1fa244-47ad-432f-8f84-44261c1e67c8	2021-01-01T06:00:00Z	1298	119355	8	1546	1103	328	178	782	419	4380	646	841.5714286	185.4285714	
329	d5986d88-a927-46d3-8d47-9383ed7115f2	2021-01-02T06:00:00Z	1298	119355	8	1546	1163	337	198	782	416	4422	698	1027	185.4285714	
330	f7e26746-e4f0-43e2-8959-9774fa16f76f	2021-01-03T06:00:00Z	1997	121591	7	1562	1234	337	182	782	410	4333	624	1129.142857	102.1428571	
331	4fa95ac9-3183-4c90-821c-2d18dfeeca38	2021-01-04T06:00:00Z	1057	122648	7	1569	1259	342	186	788	379	4395	548	1274	144.8571429	
332	c8dd146a-b4cd-475d-8c18-b1407852d821	2021-01-05T18:00:00Z	2152	124800	5	1574	1318	369	185	788	377	4387	468	1442.142857	168.1428571	
333	13f299a1-617a-4121-8471-219952871b76	2021-01-06T18:00:00Z	2097	126897	4	1578	1341	383	199	788	387	4450	444	1552.714286	110.5714286	
334	fa4bedd4-e953-4250-82c8-9d2342586a53	2021-01-07T18:00:00Z	1170	128067	9	1587	1376	394	214	788	376	4542	435	1581.285714	28.57142857	
335	ca387f3b-3e70-423c-8524-7d22baa6b5c3	2021-01-08T18:00:00Z	1079	129146	5	1592	1398	388	216	787	387	4581	456	1550	-31.28571429	
336	2393da0e-c6f9-4639-80fd-95cb093d539e	2021-01-09T18:00:00Z	1301	130447	1	1593	1399	381	213	783	405	4529	465	1550.428571	0.428571429	
337	9bf810f1-c65a-442e-8a32-2eef1b91b5ef	2021-01-10T18:00:00Z	3002	133519	0	1648	1407	395	229	783	384	4480	529	1694	143.5714286	
338	21a1b8af-d5fc-4091-8b1e-931e3f10e923	2021-01-11T18:00:00Z	1585	135104	1	1649	1433	392	229	785	362	4544	624	1769.428571	75.42857143	
339	8a1a8a1e-cfb0-4647-874d-55ccf69060db	2021-01-12T18:00:00Z	2303	137407	11	1660	1426	403	228	786	363	4605	561	1791	21.57142857	
340	d30bbd0e-0850-4be9-8a2a-b1827bc712d3	2021-01-13T18:00:00Z	1378	138785	25	1685	1411	393	237	785	401	4594	561	1688.285714	-102.7142857	
341	c2123a4c-33bb-441b-8e63-189f94106833	2021-01-14T18:00:00Z	1829	140614	19	1704	1407	382	231	791	416	4589	508	1782.428571	94.14285714	
342	24d5a621-38e7-4974-88d3-5a095ae566f5	2021-01-15T18:00:00Z	2889	143503	6	1710	1387	403	243	791	416	4588	476	2041	258.5714286	
343	ccc068b7-d441-4b40-8fcb-8c6e61224135	2021-01-16T18:00:00Z	2840	146343	6	1716	1394	424	241	792	419	4588	514	2260.857143	219.8571429	
344	750f46e1-8aa0-461a-8c56-9f07ee1f7e31	2021-01-17T18:00:00Z	1676	148555	3	1809	1439	436	244	795	415	4536	566	2071.428571	-189.4285714	
345	32204741-7ae7-48eb-8e0d-bbfffd5d1836	2021-01-18T18:00:00Z	1281	149836	3	1812	1520	437	260	794	410	4576	532	2028	-43.42857143	
346	2ebb4847-e9af-4ce1-8185-4c8ba13ee50d	2021-01-19T18:00:00Z	2395	152231	10	1822	1507	435	257	792	398	4555	460	2041.142857	13.14285714	
347	ef635b05-eca4-46a5-82dd-c84943cc68ed	2021-01-20T18:00:00Z	850	153081	18	1840	1466	452	247	789	386	4596	473	1965.714286	-75.42857143	
348	c89b9df4-126f-402c-8b70-61a313a65015	2021-01-21T18:00:00Z	2507	155588	17	1857	1419	426	255	791	408	4545	522	2062.571429	96.85714286	
349	e56f6921-b68c-4764-8789-f628ed657838	2021-01-22T18:00:00Z	2247	157835	17	1874	1393	414	252	792	403	4569	509	1970.857143	-91.71428571	
350	0f8ed8bc-8213-4778-8774-bbf50d1cb1f0	2021-01-23T18:00:00Z	1684	159519	18	1892	1375	414	252	792	403	4551	580	1805.714286	-165.1428571	
351	d92c571f-eb38-4410-8548-474e1106f6de	2021-01-24T18:00:00Z	289	160026	16	1967	1381	407	251	793	414	4541	627	1607.571429	-198.1428571	
352	cbdb762e-a4dd-41c3-80f5-b3ff722bae8c	2021-01-25T18:00:00Z	2082	162108	13	1967	1402	409	263	790	399	4531	597	1722	114.4285714	
353	27474185-075c-4f25-8350-c24e4241672f	2021-01-26T18:00:00Z	821	162929	18	1998	1353	404	271	790	393	4568	497	1497.142857	-224.8571429	
354	d88b3733-2ddc-4f03-8592-f38112233414	2021-01-27T18:00:00Z	1341	164270	9	2007	1341	394	255	793	390	4595	499	1567.285714	70.14285714	
355	d4687280-2959-4aa4-8e22-58a61cc9df37	2021-01-28T18:00:00Z	1752	166022	20	2027	1276	397	249	790	387	4529	472	1459.428571	-107.8571429	
356	4d1e4790-3574-4d20-8604-f91c629c2143	2021-01-29T18:00:00Z	1545	167567	19	2046	1216	401	256	785	399	4504	508	1359.142857	-100.2857143	
357	2deb89ee-6285-497d-8a7d-23aa096475e3	2021-01-30T18:00:00Z	2121	169688	19	2060	1190	398	247	785	411	4527	581	1421.571429	62.42857143	
358	209c118d-9b3b-47a6-8bc3-79406b7be5d7	2021-01-31T18:00:00Z	174	173154	11	2143	1169	385	247	782	400	4494	534	1405.142857	-16.42857143	
359	06ed8c33-963f-4e67-8996-d4123971386d	2021-02-01T18:00:00Z	2376	175530	9	2152	1171	399	244	785	397	4534	587	1447.142857	42	
360	677ebd52-c12e-4410-8ccf-cc7bf8b2b35e	2021-02-02T18:00:00Z	1260	176790	15	2167	1176	399	232	784	380	4469	433	1509.857143	62.71428571	
361	b8f0939a-a333-4f96-88a4-d2acb99399db	2021-02-03T18:00:00Z	1012	177802	14	2181	1127	394	236	786	385	4519	470	1462.857143	-47	
362	a92cd6d0-2516-4048-8db8-1583da55ed65	2021-02-04T18:00:00Z	860	178662	5	2186	1081	374	223	788	389	4511	412	1335.428571	-127.4285714	
363	5a9b1e4c-f390-4566-8fa7-70ed64da8c91	2021-02-05T18:00:00Z	1724	180386	11	2197	999	372	217	801	445	4570	465	1361	25.57142857	
364	dd10ffa1-bd40-4acf-8e1e-947c4745f348	2021-02-06T18:00:00Z	625	181011	11	2208	969	373	193	801	439	4535	591	1147.285714	-213.7142857	
365	aa81433c-850c-4d26-8833-a66f20f97d7b	2021-02-07T18:00:00Z	739	183201	3	2361	944	354	200	804	442	4507	653	1228	80.71428571	
366	defdf609-e717-4b3f-8ea2-b28e1ac8c106	2021-02-08T18:00:00Z	235	183436	1	2362	917	351	209	803	453	4442	706	922.1428571	-305.8571429	
367	9f97c539-8c22-407f-87e7-9dc809fda95d	2021-02-09T18:00:00Z	1348	184784	0	2362	884	341	198	789	441	4528	595	934.7142857	12.57142857	
368	5ac44229-ff6f-4aa6-8004-372be886044f	2021-02-10T18:00:00Z	660	185444	3	2365	855	342	198	786	435	4518	507	884.4285714	-50.28571429	
369	4987140d-4200-45c8-800f-bf371c38f79c	2021-02-11T18:00:00Z	902	186346	22	2387	791	316	182	786	437	4531	524	890.4285714	6	
370	d610b386-3813-430a-8876-554c059150eb	2021-02-12T18:00:00Z	716	187062	9	2396	767	306	164	788	449	4520	574	746.4285714	-144	
371	c30e0ac9-af71-4956-8f54-2f268a695bb4	2021-02-13T18:00:00Z	684	187746	1	2397	746	288	158	793	466	4457	634	754.8571429	8.428571429	
372	dba1a212-23fe-4bff-8c48-9788d6a83592	2021-02-20T18:00:00Z	107	189963	7	2404	615	232	141	805	482	4392	576	316.7142857	-82.42857143	
373	50e4e4ce-da6a-4971-8352-9d93d20c4896	2021-02-14T18:00:00Z	554	188300	0	0	704	283	148	792	470	4414	725	728.4285714	-26.42857143	
374	e6de071d-dd28-4acb-87f3-fd5811c642b6	2021-02-15T18:00:00Z	705	189005	0	0	709	278	156	792	472	4278	561	795.5714286	67.14285714	
375	60aa4f01-8218-482d-8d4c-fa9f1a08f66a	2021-02-16T18:00:00Z	253	189258	0	0	639	255	141	791	472	4306	534	639.1428571	-156.4285714	
376	3fae61e4-f13a-4ce3-8624-28917a7fdc1a	2021-02-17T18:00:00Z	223	189481	0	0	698	261	144	761	454	4083	377	576.7142857	-62.42857143	
377	771d94b1-8e74-4b6b-896e-c8a019b8de7d	2021-02-18T18:00:00Z	244	189725	0	0	695	257	149	805	490	4350	362	482.7142857	-94	
378	6ac6d73f-14a3-4b0e-8497-82f5d3a65d87	2021-02-19T18:00:00Z	131	189856	0	0	696	253	142	805	493	4375	336	399.1428571	-83.57142857	
379	e902a26f-2b9f-48ca-89c7-9f35313635d2	2021-02-21T18:00:00Z	77	193461	0	2492	595	232	137	805	488	4460	584	248.5714286	-68.14285714	
380	f1fba15a-40c1-46d2-8260-3aa682a63e40	2021-02-22T18:00:00Z	230	193691	0	2492	608	223	100	805	483	4428	526	180.7142857	-67.85714286	
381	13b1bc6d-c19d-40fe-866a-107fa548e50f	2021-02-23T18:00:00Z	270	193961	9	2501	569	208	126	805	487	4473	410	183.1428571	2.428571429	
382	e14e55d1-86b1-414c-835b-a849101337ab	2021-02-24T18:00:00Z	371	194332	9	2510	499	190	115	803	506	4483	397	204.2857143	21.14285714	
383	059579b4-65c8-4bfd-8366-b62646cea2a0	2021-02-25T18:00:00Z	404	194736	4	2514	494	194	111	803	515	4496	346	227.1428571	22.85714286	
384	3b16b5f6-4c0d-44b2-b575-df719a7a7cc6	2021-02-26T18:00:00Z	501	195237	6	2520	461	180	100	804	520	4503	404	280	52.85714286	
385	2e66ef7e-237d-4ba6-8f0f-8c24f8850989	2021-02-27T18:00:00Z	482	195719	0	2520	455	186	109	802	513	4479	477	333.5714286	53.57142857	
386	8a835a39-38a7-40fc-8bcb-74f309b3b3f5	2021-02-28T18:00:00Z	318	196528	0	2670	447	195	111	801	529	4430	481	368	34.42857143	
387	c3df8a46-45e2-4dd5-8d7c-2d56e3b45f16	2021-03-01T18:00:00Z	288	196816	0	2670	464	199	110	805	516	4434	463	376.2857143	8.285714286	
390	d1a006af-a5f4-420d-85f4-95c30499ae69	2021-03-02T18:00:00Z	249	197065	0	2670	418	158	90	806	517	4364	425	373.2857143	-3	
391	caee1b7d-3e0b-4505-8c6d-a85ba0014abd	2021-03-03T18:00:00Z	190	197255	6	2676	401	148	86	802	518	4483	389	347.4285714	-25.85714286	
392	ae2d6489-82bf-4e59-8662-a855a1d12537	2021-03-04T18:00:00Z	242	197497	2	2678	368	136	72	800	534	4463	412	324.2857143	-23.14285714	
393	62557fa9-ca7d-4ec5-8dc0-7a4fde198913	2021-03-05T18:00:00Z	287	197784	3	2681	335	126	65	800	541	4443	414	293.7142857	-30.57142857	
394	0901c160-f814-49e9-81e5-0b01773a87fd	2021-03-06T18:00:00Z	137	197921	4	2685	301	138	72	796	544	4446	475	244.4285714	-49.28571429	
395	b4ec7c3c-0677-493f-8144-0e6097e861de	2021-03-07T18:00:00Z	15	198568	2	2847	291	123	68	796	540	4379	542	201.1428571	-43.28571429	
396	08aa679c-99cb-414a-817c-aa2046bed2bc	2021-03-08T18:00:00Z	230	198798	0	2847	282	25	69	797	458	4385	596	192.8571429	-8.285714286	
397	42a255fe-eae1-4f35-86b3-8b8c9e8657e7	2021-03-09T18:00:00Z	171	198969	6	2853	262	120	76	798	514	4409	537	181.7142857	-11.14285714	
398	35163748-3778-4008-8f80-a71b0c528b69	2021-03-10T18:00:00Z	96	199065	3	2856	250	112	73	798	521	4413	475	168.2857143	-13.42857143	
399	8a04b72b-b4c6-45d3-8d79-d367464c42ff	2021-03-11T18:00:00Z	366	199431	5	2861	240	104	63	798	529	4436	518	186	17.71428571	
400	d6af65ec-7357-43e9-8c19-b1b36de6d0c5	2021-03-12T18:00:00Z	158	199589	3	2864	237	97	61	794	552	4404	477	167.5714286	-18.42857143	
401	d65e943b-4740-4754-8208-ac860696cd27	2021-03-13T18:00:00Z	84	199673	4	2868	248	90	59	794	567	4299	602	160	-7.571428571	
402	4b4d9d45-3e43-4b66-8496-5ac354b4b8fc	2021-03-14T17:00:00Z	171	200664	3	2990	216	86	52	794	555	4270	750	182.2857143	22.28571429	
403	f0b3bf08-9f9b-4c24-8adc-b4ac29690428	2021-03-15T17:00:00Z	154	200818	0	2990	215	90	53	794	575	4355	690	171.4285714	-10.85714286	
404	7f91334c-10ee-4b28-83b5-505e5b7cef72	2021-03-16T17:00:00Z	192	201010	1	2991	206	84	47	794	558	4399	520	174.4285714	3	
405	3f67e929-d21c-42e5-88e2-d5eb671dcf5b	2021-03-17T17:00:00Z	186	201196	4	2995	208	74	42	794	558	4389	477	187.2857143	12.85714286	
406	6bd2e8f3-2fe3-4808-8a94-373d65de3321	2021-03-18T17:00:00Z	77	201273	0	2995	202	79	41	794	556	4430	505	146	-41.28571429	
407	0f5787e3-a160-4b95-8f29-3f02e6eb2ed1	2021-03-19T17:00:00Z	138	201411	1	2996	201	75	41	794	564	4428	522	143.1428571	-2.857142857	
408	e7147f32-61ea-495a-8a56-d85956ad593a	2021-03-20T17:00:00Z	281	201692	1	2997	191	71	41	780	566	4409	648	171.2857143	28.14285714	
409	3fd04552-e566-4d36-8bb3-a742b7a1f652	2021-03-21T17:00:00Z	193	202550	0	3071	188	76	45	780	553	4292	781	174.4285714	3.142857143	
410	2e2543b6-851b-4c36-812f-55148ad8285d	2021-03-22T17:00:00Z	166	202716	0	3071	188	81	46	780	545	4304	706	176.1428571	1.714285714	
411	d528f927-9fbb-4dd1-8f37-2db9c3aa18d2	2021-03-23T17:00:00Z	133	202849	2	3073	182	72	40	780	561	4373	558	167.7142857	-8.428571429	
412	446c64c3-3a3c-4663-846c-0e28ac8a3024	2021-03-24T17:00:00Z	132	202981	0	3073	183	63	37	777	551	4424	546	160	-7.714285714	
413	9580f830-3071-4ba8-8525-ad61406afaca	2021-03-25T17:00:00Z	210	203191	3	3076	188	69	39	791	566	4425	541	179	19	
414	aba3b2c7-0e28-493c-8518-cd66d4ac197c	2021-03-26T17:00:00Z	179	203370	1	3077	184	75	40	791	585	4455	552	184.8571429	5.857142857	
415	e924c898-a63e-466c-87c2-29b1089f6c72	2021-03-27T17:00:00Z	153	203523	0	3077	187	75	34	786	566	4381	590	166.5714286	-18.28571429	
416	6fdb0013-7988-408d-8cee-3c35053b0ee0	2021-03-28T17:00:00Z	317	205099	0	3144	182	74	37	786	561	4382	728	184.2857143	17.71428571	
417	e1daf6e7-8409-408a-8d39-a3511fedaead	2021-03-29T17:00:00Z	159	205258	0	3144	192	78	38	786	569	4366	655	183.2857143	-1	
418	2b8b2e87-2881-446c-896c-3fb64f4c2a64	2021-03-30T17:00:00Z	148	205406	4	3148	193	73	34	786	567	4391	582	185.4285714	2.142857143	
419	b9e2c2d3-63ee-4b00-8055-9374b04a6567	2021-03-31T17:00:00Z	122	205528	2	3150	190	68	29	787	560	4428	487	184	-1.428571429	
420	0b5d804c-5367-4be9-8f7a-ae2e2c1e7a60	2021-04-01T17:00:00Z	249	205777	2	3152	185	74	32	788	557	4392	422	189.5714286	5.571428571	
421	acbbf193-d729-46d1-8ded-abecb65b7bd9	2021-04-02T17:00:00Z	171	205948	0	3152	183	75	31	788	560	4287	655	188.4285714	-1.142857143	
422	838d3e95-72b5-445e-8f5c-955c50b014fa	2021-04-03T17:00:00Z	93	206041	0	3152	176	77	32	788	563	4351	588	179.8571429	-8.571428571	
423	535f301f-2cd1-47ca-8af0-d92a21a6e1cf	2021-04-04T17:00:00Z	113	206154	0	3152	186	76	32	788	561	4287	655	150.7142857	-29.14285714	
424	f909e37f-3aa8-424c-8515-a36de8d56b4e	2021-04-05T17:00:00Z	275	207949	0	3210	179	72	30	788	559	4320	725	167.2857143	16.57142857	
425	cc89f998-7750-4c81-8d1e-ca4df0d22235	2021-04-06T17:00:00Z	223	208172	2	3212	189	76	29	788	546	4348	521	178	10.71428571	
426	a7f03d54-7e41-4243-849a-baba056b59ff	2021-04-07T17:00:00Z	290	208462	8	3220	195	84	28	788	566	4327	425	202	24	
427	07790b8a-a927-4562-8b0a-42aa4a1b0430	2021-04-08T17:00:00Z	144	208606	2	3222	199	84	26	788	565	4413	452	187	-15	
428	5f965d53-b441-4db5-8c30-c34fc1287472	2021-04-09T17:00:00Z	246	208852	0	3222	207	96	27	788	581	4401	408	197.7142857	10.71428571	
429	301b45c7-7dee-4dc0-8ee3-1446038f8821	2021-04-10T17:00:00Z	151	209003	0	3222	214	80	34	788	582	4375	507	206	8.285714286	
430	44c13825-7107-4dfb-8f6a-e375024a8df8	2021-04-11T17:00:00Z	253	209256	0	3222	207	75	33	788	581	4307	513	226	20	
431	f0349f1f-8d13-4776-8515-24f0e399d2d7	2021-04-12T17:00:00Z	317	210796	0	3280	217	79	38	788	576	4296	498	232	6	
432	ae8901e4-61e2-4ea3-851c-8b94b61743a5	2021-04-13T17:00:00Z	273	211069	1	3281	211	76	33	789	560	4458	395	239.1428571	7.142857143	
433	14d194f1-f598-4371-8e69-073e70da75f6	2021-04-14T17:00:00Z	252	211321	6	3287	198	70	32	789	559	4375	328	233.7142857	-5.428571429	
434	90d98329-f2b3-4e42-8045-c4049acae010	2021-04-15T17:00:00Z	76	211397	4	3291	200	71	33	787	563	4344	279	224	-9.714285714	
435	f8de79c7-40fd-4b05-84f4-7fb976b498a5	2021-04-16T17:00:00Z	25	211422	2	3293	221	76	33	785	578	4367	348	192.4285714	-31.57142857	
436	1940d291-a7d6-4152-83db-ed9a106ed388	2021-04-17T17:00:00Z	176	211598	0	3293	224	79	33	785	436	4325	436	196	3.571428571	
437	a765e33c-2e3c-400f-850c-1878753d17dc	2021-04-18T17:00:00Z	280	211878	0	3293	231	88	35	785	578	4277	558	199.8571429	3.857142857	
438	d1628ff2-8f54-4822-8daa-bbe70c07d45d	2021-04-19T17:00:00Z	119	213677	0	3233	236	93	38	785	566	4293	575	171.5714286	-28.28571429	
439	3ef80936-d792-4dbe-8d1d-e908566d21d9	2021-04-20T17:00:00Z	394	214071	1	3324	237	82	35	785	569	4308	384	188.8571429	17.28571429	
441	e7c4d8b3-be32-47b1-a2b8-57b3f42231dc	2021-04-21T17:00:00Z	311	214382	6	3330	246	84	36	785	564	4312	403	197.2857143	8.428571429	
442	5ee2231a-7e1c-468b-8402-6e29a43d6ddc	2021-04-22T17:00:00Z	249	214631	0	3330	238	83	38	780	567	4314	440	222	24.71428571	
443	2e4f65ec-de9e-47d7-8a5a-96b5c8335779	2021-04-23T17:00:00Z	68	214699	0	3330	253	84	44	785	570	4307	385	228.1428571	6.142857143	
444	0556c998-861e-4c67-8959-e554acf1b207	2021-04-24T17:00:00Z	302	215001	0	3330	245	84	50	785	577	4322	455	246.1428571	18	
445	925790b3-a4ba-4ab4-85e5-0d2603ac2805	2021-04-25T17:00:00Z	165	215166	0	3330	247	81	49	785	575	4278	523	229.7142857	-16.42857143	
446	fdc9250f-1e3c-4627-89f2-4e949174ba4d	2021-04-26T17:00:00Z	233	216339	0	3350	262	80	50	785	577	4227	495	246	16.28571429	
447	eb03d189-9aae-4db5-80b0-d2c2f9551ce6	2021-04-27T17:00:00Z	137	216476	1	3351	270	78	49	785	554	4339	406	209.2857143	-36.71428571	
449	b2d3f22c-3753-4829-8dcb-9cb02670d399	2021-04-28T17:00:00Z	402	216878	3	3354	252	72	48	786	547	4355	361	222.2857143	13	
450	be615526-df00-40ee-8f44-79dcdeb8471d	2021-04-29T17:00:00Z	341	217219	0	3354	240	67	44	773	546	4341	360	235.4285714	13.14285714	
451	cbab1eed-e26e-4454-8ee9-666e14ef5dd0	2021-04-30T17:00:00Z	267	217486	0	3354	230	69	44	773	556	4346	387	263.8571429	28.42857143	
452	6bed187b-56cd-4bd2-8338-6a3c3a0d989f	2021-05-01T17:00:00Z	279	217765	0	3354	224	73	43	773	557	4310	467	260.5714286	-3.285714286	
453	f12e8743-ed8d-44a2-88f1-fcc8f53b2ec0	2021-05-02T17:00:00Z	172	217937	0	3354	218	69	39	773	559	4259	567	261.5714286	1	
454	161428c7-7ba7-4f64-8d4a-b641fa38cf99	2021-05-03T17:00:00Z	259	218547	0	3372	220	68	44	773	557	4290	527	265.2857143	3.714285714	113
455	9004b50a-ce9b-480d-8c98-f0a44ac4db11	2021-05-04T17:00:00Z	165	218712	1	3373	223	71	42	773	559	4354	376	269.2857143	4	112
456	125ca1b3-74d7-420e-84f9-34645a6d48f4	2021-05-05T17:00:00Z	107	218819	2	3375	217	68	40	773	549	4327	317	227.1428571	-42.14285714	114
457	bca9a781-66e4-4594-8fc4-77ab5359f874	2021-05-06T17:00:00Z	189	219008	4	3379	219	71	41	773	544	4392	366	205.4285714	-21.71428571	115
458	9c3cb15a-185b-4418-821d-9dec5beca263	2021-05-07T17:00:00Z	113	219121	2	3381	220	73	41	773	543	4548	366	183.4285714	-22	117
459	53da2b55-0aa2-4d7e-8477-107a98dca9ec	2021-05-08T17:00:00Z	356	219477	0	3391	210	70	39	773	553	4457	425	194.4285714	11	117
460	8967a589-775b-4e89-8ed0-6041dd6f1ee9	2021-05-09T17:00:00Z	248	219725	0	3391	198	69	36	773	555	4424	537	205.2857143	10.85714286	117
461	5d9871e5-01c6-4720-830c-0dbe765d99e9	2021-05-10T17:00:00Z	108	219929	1	3400	206	69	30	773	550	4412	539	183.7142857	-21.57142857	108
462	a4304667-e32e-4866-8a40-b21acf58f6cc	2021-05-11T17:00:00Z	125	220054	0	3400	210	68	34	773	546	4351	403	178	-5.714285714	108
463	676fb430-2bc5-4b16-82ac-dadc8560a318	2021-05-12T17:00:00Z	198	220252	4	3404	206	64	35	773	545	4489	381	191	13	114
464	da5751e2-73a2-4dd9-8666-66bf9b4f6a3d	2021-05-13T17:00:00Z	265	220517	0	3404	200	55	26	773	539	4339	334	201.8571429	10.85714286	117
465	b6ad2e35-27bc-4cbe-82a5-d6c752e5630f	2021-05-14T17:00:00Z	100	220617	0	3404	192	55	26	773	537	4330	373	200	-1.857142857	119
466	fcec0b96-fdfb-4cf0-877d-112c46647659	2021-05-15T17:00:00Z	45	220662	0	3404	184	58	28	773	548	4291	407	155.5714286	-44.42857143	119
467	cd231f84-ed45-4dd7-8d4a-6b3aff7ce15e	2021-05-16T17:00:00Z	162	220824	0	3404	174	54	25	773	552	4233	478	143.2857143	-12.28571429	119
468	a4a5754f-5053-4d2f-8033-fc4904e72709	2021-05-17T17:00:00Z	231	221178	0	3433	171	52	26	773	547	4237	461	160.8571429	17.57142857	101
469	11048fdb-1b3d-4537-8995-d287164fee89	2021-05-18T17:00:00Z	159	221337	0	3433	168	49	24	773	542	4296	401	165.7142857	4.857142857	103
470	398bde7e-d78c-4137-8af3-2e29e2327b9e	2021-05-19T17:00:00Z	148	221485	5	3438	164	52	25	775	540	4325	377	158.5714286	-7.142857143	100
471	0fdaed03-47f2-4969-8686-703d7e9370df	2021-05-20T17:00:00Z	118	221603	1	3439	154	48	28	775	554	4380	382	137.5714286	-21	107
472	78fafd8d-ce20-4b02-8764-d8c3181f0602	2021-05-21T17:00:00Z	61	221664	2	3441	153	49	30	762	541	4293	384	132	-5.571428571	105
473	e876dc8e-6b63-4df6-865d-35aa9fa7c345	2021-05-22T17:00:00Z	110	221774	0	3441	142	42	29	775	551	4354	446	141.2857143	9.285714286	105
474	98d51239-1712-48dc-8603-7ad38c0732fa	2021-05-23T17:00:00Z	195	221969	0	3441	140	38	23	775	532	4263	544	146	4.714285714	105
475	2e9e0c4c-7310-4d0a-8750-48d595b7a9a3	2021-05-24T17:00:00Z	183	222429	0	3454	142	43	30	775	552	4283	562	139.1428571	-6.857142857	101
476	1e100f47-3c9b-4379-8c77-18bd159b26aa	2021-05-25T17:00:00Z	142	222571	0	3454	140	45	28	765	543	4326	387	136.7142857	-2.428571429	101
477	17ce068b-92a9-467d-87f8-020584dcc523	2021-05-26T17:00:00Z	15	222586	0	3454	139	47	26	777	549	4375	382	117.7142857	-19	104
478	e80d3e48-4a7f-4f8a-8582-44ef5dbd2984	2021-05-27T17:00:00Z	174	222760	3	3457	135	47	25	774	550	4363	365	125.7142857	8	103
479	28497df8-e284-4ed9-87de-ed7a9acf561f	2021-05-28T17:00:00Z	138	222898	2	3459	145	49	20	774	560	4343	346	136.7142857	11	106
480	0ad8e8ae-406a-4ac9-843d-2d5dc558acc2	2021-06-01T17:00:00Z	142	223283	0	3482	144	53	30	773	554	4314	495	101.7142857	0	106
481	7e505148-a2b3-42ef-833d-0fffe34b1ac5	2021-05-29T17:00:00Z	114	223012	0	3459	144	51	26	774	564	4307	458	137.2857143	0.571428571	106
482	99626376-9e38-4f44-8dc5-d1f5d2545b63	2021-05-30T17:00:00Z	81	223093	0	3459	141	53	26	774	562	4406	460	121	-16.28571429	106
483	ea7d3835-af73-49c5-8c0b-d17261ffc065	2021-05-31T17:00:00Z	48	223141	0	3459	141	53	29	774	562	4265	534	101.7142857	-19.28571429	106
484	446c9d22-26a9-4094-874d-eb8beed354de	2021-06-02T17:00:00Z	111	223394	0	3482	139	48	28	774	554	4358	378	115.4285714	13.71428571	106
485	8f814510-da7c-4a6b-86ec-f5a6f2d2f75c	2021-06-03T17:00:00Z	110	224084	4	3486	140	41	23	774	552	4346	411	106.2857143	-9.142857143	85
486	b3d3f1f3-4c71-4b9e-852c-b1358b8a2945	2021-06-04T17:00:00Z	101	224185	3	3489	128	40	22	774	556	4351	427	101	-5.285714286	88
488	1f1a46e8-d18b-4a95-bcd9-1a96efcaf460	2021-06-05T17:00:00Z	67	224252	0	3489	124	38	21	774	560	4337	440	94.28571429	-6.714285714	88
489	fe6c2074-68a5-4381-ab75-4ab06cdd66c9	2021-06-06T17:00:00Z	113	224365	0	3489	131	40	20	774	566	4303	497	98.85714286	4.571428571	88
490	3c16e4e9-4ef1-40d3-a3e2-c9c952aeea2a	2021-06-07T17:00:00Z	92	224589	0	3489	125	39	18	780	567	4269	464	105.1428571	6.285714286	94
491	017bbb95-246d-4f55-baed-5404173e93fb	2021-06-08T17:00:00Z	14	224603	1	3520	134	43	24	780	569	4337	407	86.85714286	-18.28571429	63
492	2f7e328b-e407-4cc0-9f81-b926cfafa6d2	2021-06-09T17:00:00Z	64	224667	0	3520	123	41	19	780	571	4370	360	80.14285714	-6.714285714	65
493	94c80de3-a31e-4e72-979e-9340480b9433	2021-06-10T17:00:00Z	225	224892	0	3520	126	39	17	774	567	4361	329	96.57142857	16.42857143	68
494	a9d40512-673a-4a09-b4c0-d9fac1760d9b	2021-06-11T17:00:00Z	16	224908	1	3521	126	37	18	774	561	4385	363	84.42857143	-12.14285714	69
